Hour of day,Year,Day,Day of Year,Latitude,Longitude,Month,Ne/cm-3,O+,N+,hmF2,Tec,foF2,magnitud,Profundidad,VTEC
11.6,2021,9,251,16.84492,244.3,9,89653,989,9,278.2,1.53,2.885,,,14.7
11.8,2021,9,251,16.84492,244.3,9,90321,989,9,276.3,1.57,2.921,,,14.3
12,2021,9,251,16.84492,244.3,9,93085,988,10,274.4,1.65,2.992,,,13.7
12.2,2021,9,251,16.84492,244.3,9,98060,988,10,272.5,1.77,3.099,,,13.4
12.4,2021,9,251,16.84492,244.3,9,105323,988,10,270.5,1.94,3.242,,,12.1
12.6,2021,9,251,16.84492,244.3,9,114898,987,11,268.6,2.16,3.419,,,11.2
12.8,2021,9,251,16.84492,244.3,9,126736,987,11,266.7,2.43,3.625,,,10.1
13,2021,9,251,16.84492,244.3,9,140696,987,11,264.9,2.76,3.855,,,9.3
13.2,2021,9,251,16.84492,244.3,9,156529,986,12,263.1,3.15,4.103,,,8.8
13.4,2021,9,251,16.84492,244.3,9,173886,986,12,261.4,3.59,4.362,,,9.3
13.6,2021,9,251,16.84492,244.3,9,192326,986,12,259.8,4.08,4.624,,,9.4
13.8,2021,9,251,16.84492,244.3,9,211357,985,13,258.3,4.6,4.883,,,9.2
14,2021,9,251,16.84492,244.3,9,230473,985,13,256.9,5.13,5.134,,,8.7
14.2,2021,9,251,16.84492,244.3,9,249207,985,13,255.8,5.67,5.371,3.6,10,8.9
14.4,2021,9,251,16.84492,244.3,9,267181,985,13,254.8,6.18,5.591,4.1,10,9.1
14.6,2021,9,251,16.84492,244.3,9,284138,985,13,254,6.67,5.791,3.6,45.3,9.8
14.8,2021,9,251,16.84492,244.3,9,299966,985,14,253.5,7.14,5.972,3.6,10,9.9
15,2021,9,251,16.84492,244.3,9,314715,984,14,253.3,7.58,6.134,,,9.5
15.2,2021,9,251,16.84492,244.3,9,328573,984,14,253.3,8,6.279,,,9.3
15.4,2021,9,251,16.84492,244.3,9,341854,984,14,253.6,8.39,6.411,,,8.1
15.6,2021,9,251,16.84492,244.3,9,354970,984,14,254.2,8.77,6.534,,,7.8
15.8,2021,9,251,16.84492,244.3,9,368383,984,14,255.1,9.14,6.653,3.5,10,7.9
16,2021,9,251,16.84492,244.3,9,382579,984,14,256.4,9.52,6.77,3.7,10,7.9
16.2,2021,9,251,16.84492,244.3,9,398026,984,14,258,9.91,6.892,3.7,10,7.6
16.4,2021,9,251,16.84492,244.3,9,415142,985,14,259.8,10.32,7.02,3.9,10,8.1
16.6,2021,9,251,16.84492,244.3,9,434271,985,14,262,10.76,7.157,3.9,10,9
16.8,2021,9,251,16.84492,244.3,9,455648,985,14,264.4,11.29,7.305,3.9,10,9.2
17,2021,9,251,16.84492,244.3,9,479380,985,14,267.1,11.8,7.465,,,8.5
17.2,2021,9,251,16.84492,244.3,9,505441,985,13,270,12.35,7.635,,,9
17.4,2021,9,251,16.84492,244.3,9,533646,985,13,273.1,12.94,7.814,,,8.4
17.6,2021,9,251,16.84492,244.3,9,563668,986,13,276.4,13.55,8.001,,,8.4
17.8,2021,9,251,16.84492,244.3,9,595052,986,13,279.7,14.19,8.192,,,8.1
18,2021,9,251,16.84492,244.3,9,627239,986,13,283.1,14.83,8.385,,,7.5
18.2,2021,9,251,16.84492,244.3,9,659618,986,13,286.6,15.49,8.577,,,7.2
18.4,2021,9,251,16.84492,244.3,9,691575,986,13,290,16.13,8.765,,,7.6
18.6,2021,9,251,16.84492,244.3,9,722554,986,13,293.3,16.76,8.947,,,7.4
18.8,2021,9,251,16.84492,244.3,9,752105,986,13,296.5,17.37,9.122,,,7.2
19,2021,9,251,16.84492,244.3,9,779928,986,13,299.5,17.95,9.289,,,7.6
19.2,2021,9,251,16.84492,244.3,9,1106166,986,13,302.3,21.01,9.446,,,7.7
19.4,2021,9,251,16.84492,244.3,9,1139991,986,13,304.8,21.55,9.595,,,7.5
19.6,2021,9,251,16.84492,244.3,9,1171456,986,14,307,22.06,9.735,,,6.4
19.8,2021,9,251,16.84492,244.3,9,1200874,986,14,308.9,22.54,9.866,,,6.9
20,2021,9,251,16.84492,244.3,9,1228639,985,14,310.3,22.99,9.99,,,23.8
20.2,2021,9,251,16.84492,244.3,9,1255130,985,14,311.4,23.41,10.106,,,24.3
20.4,2021,9,251,16.84492,244.3,9,1280653,985,14,312,23.79,10.215,,,24.6
20.6,2021,9,251,16.84492,244.3,9,1305369,985,14,312.2,24.15,10.317,,,25.6
20.8,2021,9,251,16.84492,244.3,9,1329258,985,14,312,24.47,10.411,,,26.2
21,2021,9,251,16.84492,244.3,9,1352081,985,14,311.3,24.76,10.495,,,26.5
21.2,2021,9,251,16.84492,244.3,9,1373351,985,14,310.3,25.01,10.569,,,27.2
21.4,2021,9,251,16.84492,244.3,9,1392324,985,14,308.8,25.21,10.631,,,27.6
21.6,2021,9,251,16.84492,244.3,9,1408010,985,14,306.9,25.37,10.678,,,28.4
21.8,2021,9,251,16.84492,244.3,9,1419211,985,14,304.7,25.47,10.709,,,28.7
22,2021,9,251,16.84492,244.3,9,1424617,986,14,302.2,25.5,10.721,,,28.2
22.2,2021,9,251,16.84492,244.3,9,1039098,986,14,299.4,22.19,10.713,,,30.2
22.4,2021,9,251,16.84492,244.3,9,1033337,986,14,296.4,22.01,10.682,,,30.3
22.6,2021,9,251,16.84492,244.3,9,1021846,986,14,293.2,21.74,10.628,,,30.6
22.8,2021,9,251,16.84492,244.3,9,1004517,986,14,289.9,21.36,10.55,,,31.2
23,2021,9,251,16.84492,244.3,9,981510,986,13,286.6,20.91,10.447,,,32.1
23.2,2021,9,251,16.84492,244.3,9,953223,986,13,283.2,20.37,10.32,,,32.8
23.4,2021,9,251,16.84492,244.3,9,920281,986,13,279.9,19.75,10.168,,,33.3
23.6,2021,9,251,16.84492,244.3,9,883430,986,13,276.8,19.05,9.992,,,33.3
23.8,2021,9,251,16.84492,244.3,9,843518,987,13,273.8,18.27,9.794,,,33.3
24,2021,9,251,16.84492,244.3,9,801392,987,13,271,17.43,9.574,,,33.3
1,2022,16,258,18.53368,237.3,9,1048920,986,14,282.7,22.34,10.551,,,40.1
1.2,2022,16,258,18.53368,237.3,9,1004590,986,14,280.7,21.49,10.324,,,41.2
1.4,2022,16,258,18.53368,237.3,9,961253,986,14,279.1,20.62,10.091,,,38.9
1.6,2022,16,258,18.53368,237.3,9,919262,986,13,278,19.73,9.853,,,37.4
1.8,2022,16,258,18.53368,237.3,9,878863,987,13,277.2,18.83,9.611,,,34.4
2,2022,16,258,18.53368,237.3,9,840218,987,13,276.9,17.91,9.366,,,36
2.2,2022,16,258,18.53368,237.3,9,803433,987,12,277,16.99,9.119,,,34.9
2.4,2022,16,258,18.53368,237.3,9,768577,988,12,277.6,15.98,8.872,,,33.6
2.6,2022,16,258,18.53368,237.3,9,735701,988,12,278.6,15.06,8.626,,,30.1
2.8,2022,16,258,18.53368,237.3,9,704855,988,11,279.9,14.16,8.385,,,28.1
3,2022,16,258,18.53368,237.3,9,676089,989,11,281.6,13.3,8.15,,,23.3
3.2,2022,16,258,18.53368,237.3,9,649460,989,11,283.7,12.51,7.925,,,19.7
3.4,2022,16,258,18.53368,237.3,9,625016,989,10,286.1,11.71,7.712,,,19.1
3.6,2022,16,258,18.53368,237.3,9,602798,990,10,288.7,10.97,7.513,,,17.8
3.8,2022,16,258,18.53368,237.3,9,582817,990,10,291.5,10.29,7.331,,,15.1
4,2022,16,258,18.53368,237.3,9,565044,990,9,294.6,9.68,7.167,,,14.1
4.2,2022,16,258,18.53368,237.3,9,549399,991,9,297.7,9.14,7.022,,,14.2
4.4,2022,16,258,18.53368,237.3,9,589613,991,9,301,9.15,6.896,,,14.5
4.6,2022,16,258,18.53368,237.3,9,570596,991,9,304.2,8.69,6.788,,,14.2
4.8,2022,16,258,18.53368,237.3,9,553499,991,9,307.5,8.29,6.697,,,14.2
5,2022,16,258,18.53368,237.3,9,537733,991,8,310.7,7.96,6.619,,,14.1
5.2,2022,16,258,18.53368,237.3,9,522773,991,8,313.7,7.67,6.552,,,14
5.4,2022,16,258,18.53368,237.3,9,508178,991,8,316.7,7.42,6.492,,,13.1
5.6,2022,16,258,18.53368,237.3,9,493588,991,8,319.4,7.19,6.436,,,11
5.8,2022,16,258,18.53368,237.3,9,478730,991,8,322,6.97,6.379,,,12.4
6,2022,16,258,18.53368,237.3,9,463424,991,8,324.3,6.75,6.319,,,11.7
6.2,2022,16,258,18.53368,237.3,9,447587,991,8,326.3,6.54,6.253,,,11.1
6.4,2022,16,258,18.53368,237.3,9,431240,991,8,328.1,6.31,6.178,,,10.9
6.6,2022,16,258,18.53368,237.3,9,414500,991,8,329.6,6.09,6.095,,,9.7
6.8,2022,16,258,18.53368,237.3,9,397571,991,8,330.7,5.85,6.003,,,12.2
7,2022,16,258,18.53368,237.3,9,380726,991,8,331.6,5.61,5.903,,,12.1
7.2,2022,16,258,18.53368,237.3,9,364275,991,9,332.2,5.38,5.797,,,11.5
7.4,2022,16,258,18.53368,237.3,9,348541,991,9,332.5,5.14,5.687,,,11.7
7.6,2022,16,258,18.53368,237.3,9,333827,991,9,332.5,4.92,5.576,,,12.1
7.8,2022,16,258,18.53368,237.3,9,320392,991,9,332.2,4.71,5.466,,,12.1
8,2022,16,258,18.53368,237.3,9,308418,991,9,331.7,4.52,5.36,,,11.6
8.2,2022,16,258,18.53368,237.3,9,298002,991,9,331,4.34,5.258,,,11.4
8.4,2022,16,258,18.53368,237.3,9,289133,991,9,330,4.19,5.163,,,10.9
8.6,2022,16,258,18.53368,237.3,9,281694,991,9,328.9,4.06,5.075,,,10.4
8.8,2022,16,258,18.53368,237.3,9,275455,991,8,327.6,3.94,4.992,,,9.6
9,2022,16,258,18.53368,237.3,9,270092,991,8,326.1,3.84,4.914,,,8.6
9.2,2022,16,258,18.53368,237.3,9,265208,991,8,324.5,3.75,4.838,,,8.1
9.4,2022,16,258,18.53368,237.3,9,260369,991,9,322.8,3.66,4.762,,,8.6
9.6,2022,16,258,18.53368,237.3,9,255148,991,9,321.1,3.58,4.684,,,8.2
9.8,2022,16,258,18.53368,237.3,9,249182,991,9,319.2,3.49,4.6,,,7.6
10,2022,16,258,18.53368,237.3,9,242217,990,9,317.4,3.4,4.51,,,7.3
10.2,2022,16,258,18.53368,237.3,9,234159,990,9,315.5,3.29,4.412,,,7.2
10.4,2022,16,258,18.53368,237.3,9,225089,990,9,313.6,3.19,4.308,,,7.7
10.6,2022,16,258,18.53368,237.3,9,215270,990,9,311.6,3.07,4.199,,,7.6
10.8,2022,16,258,18.53368,237.3,9,205121,990,10,309.7,2.96,4.088,,,7.6
11,2022,16,258,18.53368,237.3,9,195181,989,10,307.8,2.84,3.979,,,8.1
11.2,2022,16,258,18.53368,237.3,9,186054,989,10,305.9,2.75,3.88,,,9.3
11.4,2022,16,258,18.53368,237.3,9,178366,988,11,304,2.67,3.795,,,10.9
11.6,2022,16,258,18.53368,237.3,9,172734,988,11,302.1,2.61,3.733,,,13
11.8,2022,16,258,18.53368,237.3,9,169739,988,11,300.3,2.6,3.7,,,15.7
12,2022,16,258,18.53368,237.3,9,152530,987,12,298.5,2.48,3.702,,,19
12.2,2022,16,258,18.53368,237.3,9,154254,987,12,296.7,2.54,3.746,,,22.1
12.4,2022,16,258,18.53368,237.3,9,159569,986,12,295,2.67,3.834,,,21.9
12.6,2022,16,258,18.53368,237.3,9,168813,986,13,293.3,2.86,3.97,,,24.3
12.8,2022,16,258,18.53368,237.3,9,182291,986,13,291.7,3.12,4.154,,,26.7
13,2022,16,258,18.53368,237.3,9,200249,985,13,290.1,3.47,4.384,,,28
13.2,2022,16,258,18.53368,237.3,9,222836,985,14,288.5,3.9,4.656,,,28.6
13.4,2022,16,258,18.53368,237.3,9,250056,985,14,287.1,4.43,4.965,,,29.9
13.6,2022,16,258,18.53368,237.3,9,281722,984,14,285.7,5.05,5.303,,,31.8
13.8,2022,16,258,18.53368,237.3,9,317431,984,14,284.4,5.77,5.662,,,37.2
14,2022,16,258,18.53368,237.3,9,356551,984,15,283.2,6.57,6.033,,,40.7
14.2,2022,16,258,18.53368,237.3,9,398254,984,15,282.1,7.45,6.408,,,37.7
14.4,2022,16,258,18.53368,237.3,9,441567,984,15,281.1,8.36,6.777,,,36
14.6,2022,16,258,18.53368,237.3,9,485459,983,15,280.4,9.29,7.134,,,36.3
14.8,2022,16,258,18.53368,237.3,9,528923,983,15,279.7,10.22,7.472,,,37.3
15,2022,16,258,18.53368,237.3,9,571073,983,15,279.3,11.13,7.786,,,40.9
15.2,2022,16,258,18.53368,237.3,9,611228,983,15,279.1,12,8.073,,,44.4
15.4,2022,16,258,18.53368,237.3,9,648954,984,15,279,12.84,8.333,,,46.1
15.6,2022,16,258,18.53368,237.3,9,684096,984,15,279.3,13.63,8.567,,,45.5
15.8,2022,16,258,18.53368,237.3,9,716767,984,15,279.7,14.39,8.776,,,47.6
16,2022,16,258,18.53368,237.3,9,747305,984,15,280.4,15.11,8.964,,,51
16.2,2022,16,258,18.53368,237.3,9,776232,984,15,281.4,15.8,9.135,,,51.7
16.4,2022,16,258,18.53368,237.3,9,804159,985,14,282.7,16.47,9.295,,,51
16.6,2022,16,258,18.53368,237.3,9,831738,985,14,284.2,17.12,9.447,,,51.7
16.8,2022,16,258,18.53368,237.3,9,859566,986,14,285.9,17.78,9.595,,,52.8
17,2022,16,258,18.53368,237.3,9,888136,986,13,287.9,18.44,9.745,,,53.7
17.2,2022,16,258,18.53368,237.3,9,917773,987,13,290.2,19.12,9.897,,,57.2
17.4,2022,16,258,18.53368,237.3,9,948597,987,12,292.6,19.82,10.054,,,57.8
17.6,2022,16,258,18.53368,237.3,9,980518,987,12,295.3,20.54,10.217,,,59.9
17.8,2022,16,258,18.53368,237.3,9,1013226,988,12,298.1,21.28,10.384,,,62
18,2022,16,258,18.53368,237.3,9,1381258,988,11,301,24.86,10.555,,,64.2
18.2,2022,16,258,18.53368,237.3,9,1425175,989,11,304.1,25.64,10.727,,,60.4
18.4,2022,16,258,18.53368,237.3,9,1467184,989,11,307.2,26.4,10.898,,,60.6
18.6,2022,16,258,18.53368,237.3,9,1506189,989,11,310.3,27.13,11.066,,,60.1
18.8,2022,16,258,18.53368,237.3,9,1541357,989,10,313.4,27.83,11.228,,,56
19,2022,16,258,18.53368,237.3,9,1572186,989,10,316.4,28.48,11.382,,,57.2
19.2,2022,16,258,18.53368,237.3,9,1598536,990,10,319.4,29.08,11.527,,,54.9
19.4,2022,16,258,18.53368,237.3,9,1620627,990,10,322.1,29.63,11.661,4.1,6,53.9
19.6,2022,16,258,18.53368,237.3,9,1638973,990,10,324.7,30.12,11.783,,,52.9
19.8,2022,16,258,18.53368,237.3,9,1654306,990,10,327,30.57,11.894,,,52.1
20,2022,16,258,18.53368,237.3,9,1667464,990,10,329,30.97,11.994,,,57.9
20.2,2022,16,258,18.53368,237.3,9,1679293,990,10,330.7,31.33,12.084,,,53.3
20.4,2022,16,258,18.53368,237.3,9,1690569,989,10,332,31.64,12.164,,,51.6
20.6,2022,16,258,18.53368,237.3,9,1701944,989,11,333,31.92,12.236,,,48.2
20.8,2022,16,258,18.53368,237.3,9,1713898,989,11,333.6,32.16,12.299,,,46.8
21,2022,16,258,18.53368,237.3,9,1726763,989,11,333.8,32.37,12.353,,,42.2
21.2,2022,16,258,18.53368,237.3,9,1740681,989,11,333.5,32.54,12.399,,,39.6
21.4,2022,16,258,18.53368,237.3,9,1755603,988,11,332.9,32.68,12.436,,,37.2
21.6,2022,16,258,18.53368,237.3,9,1771263,988,12,331.8,32.79,12.463,,,31.9
21.8,2022,16,258,18.53368,237.3,9,1787143,988,12,330.3,32.86,12.478,,,27.5
22,2022,16,258,18.53368,237.3,9,1802461,988,12,328.4,32.89,12.48,,,25.8
22.2,2022,16,258,18.53368,237.3,9,1816138,987,13,326.2,32.87,12.468,,,25.8
22.4,2022,16,258,18.53368,237.3,9,1826841,987,13,323.6,32.8,12.439,,,23.4
22.6,2022,16,258,18.53368,237.3,9,1833047,987,13,320.8,32.63,12.393,,,19.8
22.8,2022,16,258,18.53368,237.3,9,1833171,986,14,317.7,32.43,12.328,,,15.8
23,2022,16,258,18.53368,237.3,9,1825744,986,14,314.4,32.16,12.245,3.4,2,12.4
23.2,2022,16,258,18.53368,237.3,9,1809625,986,14,311,31.81,12.143,,,9.8
23.4,2022,16,258,18.53368,237.3,9,1784204,986,14,307.5,31.38,12.023,,,10.9
23.6,2022,16,258,18.53368,237.3,9,1749558,985,14,303.9,30.86,11.885,,,11.4
23.8,2022,16,258,18.53368,237.3,9,1706550,985,15,300.4,30.27,11.731,,,11.5
24,2022,16,258,18.53368,237.3,9,1263485,985,15,297,26.17,11.563,,,11.1
1,2022,17,259,18.53368,237.3,9,1047133,986,14,282.1,22.32,10.545,,,10.7
1.2,2022,17,259,18.53368,237.3,9,1002422,986,14,280.2,21.46,10.316,,,10.1
1.4,2022,17,259,18.53368,237.3,9,958754,986,14,278.6,20.59,10.081,,,9.5
1.6,2022,17,259,18.53368,237.3,9,916491,986,13,277.5,19.69,9.841,,,8.3
1.8,2022,17,259,18.53368,237.3,9,875879,987,13,276.7,18.79,9.597,,,7.6
2,2022,17,259,18.53368,237.3,9,837084,987,13,276.4,17.87,9.351,,,8.6
2.2,2022,17,259,18.53368,237.3,9,800211,987,12,276.5,16.95,9.102,,,8.6
2.4,2022,17,259,18.53368,237.3,9,765327,988,12,277.1,15.93,8.854,,,7.1
2.6,2022,17,259,18.53368,237.3,9,732475,988,12,278,15.01,8.608,,,7.8
2.8,2022,17,259,18.53368,237.3,9,701708,988,11,279.4,14.12,8.366,,,9.5
3,2022,17,259,18.53368,237.3,9,673066,989,11,281.1,13.26,8.131,,,9.2
3.2,2022,17,259,18.53368,237.3,9,646595,989,11,283.2,12.48,7.906,,,8.9
3.4,2022,17,259,18.53368,237.3,9,622341,989,10,285.5,11.69,7.693,,,8.9
3.6,2022,17,259,18.53368,237.3,9,600333,990,10,288.2,10.95,7.495,,,9
3.8,2022,17,259,18.53368,237.3,9,580577,990,10,291,10.27,7.314,,,9.6
4,2022,17,259,18.53368,237.3,9,563038,990,9,294,9.67,7.151,,,9.6
4.2,2022,17,259,18.53368,237.3,9,547628,991,9,297.2,9.14,7.007,,,9
4.4,2022,17,259,18.53368,237.3,9,587341,991,9,300.4,9.15,6.882,,,8.7
4.6,2022,17,259,18.53368,237.3,9,568703,991,9,303.7,8.69,6.776,,,8.2
4.8,2022,17,259,18.53368,237.3,9,552008,991,9,306.9,8.3,6.685,,,8.3
5,2022,17,259,18.53368,237.3,9,536648,991,8,310.1,7.96,6.608,,,7
5.2,2022,17,259,18.53368,237.3,9,522086,991,8,313.1,7.68,6.542,,,7.2
5.4,2022,17,259,18.53368,237.3,9,507865,991,8,316.1,7.43,6.483,,,8
5.6,2022,17,259,18.53368,237.3,9,493611,991,8,318.8,7.2,6.426,,,8
5.8,2022,17,259,18.53368,237.3,9,479040,991,8,321.4,6.98,6.369,,,7.9
6,2022,17,259,18.53368,237.3,9,463964,991,8,323.6,6.76,6.309,,,7.6
6.2,2022,17,259,18.53368,237.3,9,448296,991,8,325.7,6.54,6.242,,,7
6.4,2022,17,259,18.53368,237.3,9,432056,991,8,327.4,6.32,6.167,,,8.3
6.6,2022,17,259,18.53368,237.3,9,415362,991,8,328.9,6.09,6.083,,,8.6
6.8,2022,17,259,18.53368,237.3,9,398424,991,8,330.1,5.85,5.99,3.9,70,8.5
7,2022,17,259,18.53368,237.3,9,381518,991,9,330.9,5.61,5.889,,,8.5
7.2,2022,17,259,18.53368,237.3,9,364964,991,9,331.5,5.37,5.781,,,9.3
7.4,2022,17,259,18.53368,237.3,9,349089,991,9,331.8,5.14,5.67,,,11.3
7.6,2022,17,259,18.53368,237.3,9,334205,991,9,331.8,4.91,5.557,,,13.5
7.8,2022,17,259,18.53368,237.3,9,320573,991,9,331.5,4.7,5.446,,,16.8
8,2022,17,259,18.53368,237.3,9,308382,991,9,331,4.5,5.337,,,17.8
8.2,2022,17,259,18.53368,237.3,9,297731,991,9,330.2,4.33,5.235,,,18.8
8.4,2022,17,259,18.53368,237.3,9,288613,991,9,329.3,4.17,5.138,,,19.5
8.6,2022,17,259,18.53368,237.3,9,280910,991,9,328.1,4.04,5.048,,,21.5
8.8,2022,17,259,18.53368,237.3,9,274398,991,9,326.8,3.92,4.965,,,22.4
9,2022,17,259,18.53368,237.3,9,268758,991,9,325.4,3.81,4.885,,,22.6
9.2,2022,17,259,18.53368,237.3,9,263598,991,9,323.8,3.72,4.809,,,23.5
9.4,2022,17,259,18.53368,237.3,9,258496,991,9,322.2,3.63,4.732,,,25.3
9.6,2022,17,259,18.53368,237.3,9,253034,991,9,320.4,3.55,4.653,,,27.4
9.8,2022,17,259,18.53368,237.3,9,246862,991,9,318.6,3.46,4.569,,,30.5
10,2022,17,259,18.53368,237.3,9,239739,990,9,316.7,3.36,4.479,,,33.2
10.2,2022,17,259,18.53368,237.3,9,231578,990,9,314.9,3.26,4.382,,,31.9
10.4,2022,17,259,18.53368,237.3,9,222464,990,9,313,3.15,4.278,,,31
10.6,2022,17,259,18.53368,237.3,9,212660,990,9,311.1,3.04,4.17,,,31.4
10.8,2022,17,259,18.53368,237.3,9,202582,989,10,309.2,2.93,4.06,,,33
11,2022,17,259,18.53368,237.3,9,192756,989,10,307.3,2.82,3.953,,,36.6
11.2,2022,17,259,18.53368,237.3,9,183778,989,10,305.4,2.72,3.855,,,38.3
11.4,2022,17,259,18.53368,237.3,9,176264,988,11,303.5,2.64,3.772,,,39.9
11.6,2022,17,259,18.53368,237.3,9,170818,988,11,301.7,2.59,3.712,,,39.9
11.8,2022,17,259,18.53368,237.3,9,152528,988,11,299.9,2.44,3.681,,,41.7
12,2022,17,259,18.53368,237.3,9,151223,987,12,298.1,2.46,3.686,,,42
12.2,2022,17,259,18.53368,237.3,9,153149,987,12,296.4,2.53,3.732,,,43.9
12.4,2022,17,259,18.53368,237.3,9,158670,986,12,294.7,2.66,3.823,,,46.5
12.6,2022,17,259,18.53368,237.3,9,168129,986,13,293,2.85,3.962,,,47.3
12.8,2022,17,259,18.53368,237.3,9,181836,986,13,291.4,3.12,4.149,,,47.2
13,2022,17,259,18.53368,237.3,9,200046,985,13,289.8,3.47,4.382,,,47.4
13.2,2022,17,259,18.53368,237.3,9,222916,985,14,288.2,3.9,4.657,3.7,13,47.7
13.4,2022,17,259,18.53368,237.3,9,250455,984,14,286.8,4.44,4.969,,,46.2
13.6,2022,17,259,18.53368,237.3,9,282481,984,14,285.4,5.06,5.31,,,47.4
13.8,2022,17,259,18.53368,237.3,9,318591,984,14,284.1,5.79,5.673,,,47.3
14,2022,17,259,18.53368,237.3,9,358155,984,15,282.9,6.6,6.047,,,48.1
14.2,2022,17,259,18.53368,237.3,9,400338,984,15,281.8,7.48,6.425,,,46.7
14.4,2022,17,259,18.53368,237.3,9,444167,984,15,280.8,8.41,6.798,,,46.9
14.6,2022,17,259,18.53368,237.3,9,488595,983,15,280,9.35,7.158,,,47.5
14.8,2022,17,259,18.53368,237.3,9,532610,983,15,279.4,10.28,7.499,,,46.6
15,2022,17,259,18.53368,237.3,9,575315,983,15,278.9,11.2,7.816,,,47
15.2,2022,17,259,18.53368,237.3,9,616017,983,15,278.7,12.08,8.107,,,45.9
15.4,2022,17,259,18.53368,237.3,9,654274,984,15,278.7,12.93,8.37,,,45.9
15.6,2022,17,259,18.53368,237.3,9,689922,984,15,278.9,13.73,8.606,,,46.2
15.8,2022,17,259,18.53368,237.3,9,723067,984,15,279.3,14.49,8.817,,,45
16,2022,17,259,18.53368,237.3,9,754040,984,15,280,15.22,9.008,,,46.6
16.2,2022,17,259,18.53368,237.3,9,783365,984,15,281,15.92,9.181,,,48.5
16.4,2022,17,259,18.53368,237.3,9,811647,985,14,282.2,16.59,9.341,,,47.6
16.6,2022,17,259,18.53368,237.3,9,839542,985,14,283.7,17.26,9.494,,,46.5
16.8,2022,17,259,18.53368,237.3,9,867643,986,14,285.4,17.92,9.643,,,44.5
17,2022,17,259,18.53368,237.3,9,896444,986,13,287.4,18.59,9.793,,,44.6
17.2,2022,17,259,18.53368,237.3,9,926269,987,13,289.6,19.27,9.945,,,43.1
17.4,2022,17,259,18.53368,237.3,9,957248,987,12,292,19.97,10.101,,,41
17.6,2022,17,259,18.53368,237.3,9,989290,987,12,294.7,20.68,10.263,,,35.1
17.8,2022,17,259,18.53368,237.3,9,1022079,988,12,297.5,21.42,10.429,,,32.3
18,2022,17,259,18.53368,237.3,9,1392663,988,11,300.4,25.04,10.598,,,29.1
18.2,2022,17,259,18.53368,237.3,9,1436645,989,11,303.4,25.81,10.768,,,27.6
18.4,2022,17,259,18.53368,237.3,9,1478693,989,11,306.5,26.57,10.937,,,26.3
18.6,2022,17,259,18.53368,237.3,9,1517675,989,10,309.6,27.3,11.103,,,21.4
18.8,2022,17,259,18.53368,237.3,9,1552743,989,10,312.7,27.99,11.262,,,19.1
19,2022,17,259,18.53368,237.3,9,1583385,990,10,315.8,28.63,11.414,,,17.4
19.2,2022,17,259,18.53368,237.3,9,1609465,990,10,318.7,29.22,11.556,,,16
19.4,2022,17,259,18.53368,237.3,9,1631209,990,10,321.4,29.77,11.687,,,12.2
19.6,2022,17,259,18.53368,237.3,9,1649147,990,10,324,30.25,11.806,,,11.5
19.8,2022,17,259,18.53368,237.3,9,1664029,990,10,326.3,30.69,11.915,,,10.7
20,2022,17,259,18.53368,237.3,9,1676711,990,10,328.3,31.08,12.012,,,10.1
20.2,2022,17,259,18.53368,237.3,9,1688058,990,10,330,31.43,12.1,,,10.5
20.4,2022,17,259,18.53368,237.3,9,1698867,989,10,331.4,31.74,12.178,,,10.3
20.6,2022,17,259,18.53368,237.3,9,1709801,989,11,332.4,32.01,12.247,,,9.1
20.8,2022,17,259,18.53368,237.3,9,1721353,989,11,332.9,32.24,12.308,,,8.8
21,2022,17,259,18.53368,237.3,9,1733852,989,11,333.1,32.45,12.361,3.5,6,8.6
21.2,2022,17,259,18.53368,237.3,9,1747456,989,11,332.9,32.61,12.406,,,8.3
21.4,2022,17,259,18.53368,237.3,9,1762107,988,11,332.2,32.75,12.442,3.3,32,8.3
21.6,2022,17,259,18.53368,237.3,9,1777522,988,12,331.1,32.85,12.468,,,8.4
21.8,2022,17,259,18.53368,237.3,9,1793173,988,12,329.7,32.92,12.483,,,9.2
22,2022,17,259,18.53368,237.3,9,1808258,988,12,327.8,32.94,12.485,,,9.2
22.2,2022,17,259,18.53368,237.3,9,1821675,987,13,325.6,32.92,12.472,,,8.8
22.4,2022,17,259,18.53368,237.3,9,1832072,987,13,323,32.85,12.443,,,8.9
22.6,2022,17,259,18.53368,237.3,9,1837902,987,13,320.2,32.68,12.397,,,8.6
22.8,2022,17,259,18.53368,237.3,9,1837561,986,13,317.1,32.48,12.333,,,8.8
23,2022,17,259,18.53368,237.3,9,1829574,986,14,313.8,32.21,12.25,,,9.2
23.2,2022,17,259,18.53368,237.3,9,1812799,986,14,310.4,31.85,12.148,,,9.1
23.4,2022,17,259,18.53368,237.3,9,1786643,986,14,306.9,31.42,12.027,,,9.2
23.6,2022,17,259,18.53368,237.3,9,1751216,985,14,303.4,30.89,11.889,,,9.4
23.8,2022,17,259,18.53368,237.3,9,1300056,985,15,299.9,26.83,11.734,,,8.1
24,2022,17,259,18.53368,237.3,9,1264082,985,15,296.4,26.18,11.565,,,8.3
1,2022,18,260,18.53368,237.3,9,1046953,986,14,281.6,22.31,10.539,,,7.8
1.2,2022,18,260,18.53368,237.3,9,1001778,986,14,279.7,21.45,10.308,,,8.3
1.4,2022,18,260,18.53368,237.3,9,957696,986,14,278.1,20.57,10.071,,,8.3
